ID,Gender,PHI,MHI,FI,LD,SCI,UE,TI,APM
1311370,m,0,1,0,1,1,0,0,3
1921383,m,1,1,1,0,1,1,0,4
2311820,f,1,0,1,1,0,0,1,4
2211218,m,0,1,1,1,1,1,0,5
2211235,f,1,0,1,1,1,1,1,1
2311321,m,0,0,0,0,0,0,0,1
2311798,m,1,0,1,0,1,1,0,2
1620504,f,1,1,0,0,0,0,1,1
2325575,m,1,0,0,1,0,1,0,3
1620838,m,0,1,0,1,0,0,1,1
2211418,m,0,1,0,1,0,1,0,1
2311931,m,0,1,0,0,1,0,0,2
2311889,m,0,1,0,1,1,1,0,5
2312296,m,1,0,1,0,0,1,1,4
2311115,m,0,1,0,0,1,1,1,3
2211143,m,0,0,1,1,1,0,0,4
2312316,f,1,1,0,0,1,0,1,1
2311904,f,0,0,1,0,0,1,0,4
1831253,m,0,1,0,0,0,0,1,1
1611409,m,1,0,0,1,0,1,0,5
2211177,m,0,1,0,1,0,0,1,6
2211584,f,0,0,0,0,0,1,1,3
2211571,m,0,1,0,1,1,0,0,3
2014338,m,1,1,1,0,1,1,0,4
1421557,f,1,0,1,1,0,0,1,4
1620263,m,0,1,1,1,1,1,0,5
2211076,f,1,0,1,1,1,1,1,1
2211482,m,0,0,0,0,0,0,0,1
2312165,m,1,0,1,0,1,1,0,2
2211301,f,1,1,0,0,0,0,1,1
2311332,m,1,0,0,1,0,1,0,3
2211366,m,0,1,0,1,0,0,1,1
2311185,m,0,1,0,1,0,1,0,1
1931121,m,0,1,0,0,1,0,0,2
2211100,f,1,1,0,1,0,0,0,3
2311960,m,1,0,1,1,0,1,1,4
2311283,m,0,1,0,1,0,1,0,1
1611455,m,1,1,1,0,1,1,0,4
2312162,f,1,0,1,1,0,0,1,4
2012657,m,0,1,1,1,1,1,0,5
1721176,f,1,0,1,1,1,1,1,1
2312190,m,0,0,0,0,0,0,0,1
2211457,m,1,0,1,0,1,1,0,2
1912607,f,1,1,0,0,0,0,1,1
1632451,m,1,0,0,1,0,1,0,3
2311898,m,0,1,0,1,0,0,1,1
2211205,m,0,1,0,1,0,1,0,1
1620313,m,0,1,0,0,1,0,0,2
2311202,f,1,1,0,1,0,0,0,3
1635016,m,1,0,1,1,0,1,1,4
1511164,m,0,1,0,1,0,1,0,1
1912470,f,1,1,0,0,0,0,1,1
2211084,m,1,0,0,1,0,1,0,3
1330830,m,0,1,0,1,0,0,1,1
2311890,m,0,1,0,1,0,1,0,1
1621215,m,0,1,0,0,1,0,0,2
2012915,f,1,1,0,1,0,0,0,3
1912346,m,1,0,1,1,0,1,1,4
2211260,m,0,1,0,1,0,1,0,1
1421607,m,1,1,1,0,1,1,0,4
1620457,f,1,0,1,1,0,0,1,4
2311377,m,0,1,1,1,1,1,0,5
2013409,f,1,0,1,1,1,1,1,1
2012442,m,0,0,0,0,0,0,0,1
2311211,m,1,0,1,0,1,1,0,2
2311361,m,0,0,0,0,0,1,1,4
2312227,f,1,1,0,1,0,0,0,3
1530180,m,1,0,1,1,0,1,1,4
2012276,m,0,1,0,1,0,1,0,1
2211119,f,1,1,0,0,0,0,1,1
1911255,m,1,0,0,1,0,1,0,3
2312206,m,0,1,0,1,0,0,1,1
2312213,m,0,1,0,1,0,1,0,1
2311043,m,0,1,0,0,1,0,0,2
2311206,f,1,1,0,1,0,0,0,3
2311813,m,1,0,1,1,0,1,1,4
1621010,m,0,1,0,1,0,1,0,1
2312038,m,1,1,1,0,1,1,0,4
1931198,f,1,0,1,1,0,0,1,4
2211363,m,0,1,1,1,1,1,0,5
2211106,f,1,0,1,1,1,1,1,1
1721004,m,0,0,0,0,0,0,0,1
2311453,m,1,0,1,0,1,1,0,2
2311811,f,1,1,0,1,0,0,0,3
1931792,m,1,0,1,1,0,1,1,4
1612711,m,0,1,0,1,0,1,0,1
2211137,m,1,1,1,0,1,1,0,4
2311324,f,1,0,1,1,0,0,1,4
2211249,m,0,1,1,1,1,1,0,5
2325568,f,1,0,1,1,1,1,1,1
2311039,m,0,0,0,0,0,0,0,1
1631633,m,1,0,1,0,1,1,0,2
2312047,m,1,0,1,1,0,1,0,5
1911166,f,0,0,1,1,1,1,0,4
2312310,f,1,1,0,0,1,0,1,1
2013788,m,1,0,1,0,1,1,1,5
1632644,m,1,1,0,0,1,0,0,3
2311863,m,0,0,1,0,0,0,1,4
2311337,m,1,1,0,0,1,1,1,4
2211387,f,0,0,1,1,0,1,1,5
2211405,f,0,1,0,1,1,0,0,1
2311443,m,0,0,1,1,1,1,1,1
1911174,m,1,0,0,0,0,0,0,2
1632351,f,1,1,1,0,1,0,1,3
2311449,f,0,0,1,1,0,1,1,4
2325560,f,0,0,1,0,1,0,0,1
2311993,m,1,0,0,1,0,0,1,5
2211415,m,0,1,0,0,1,1,1,4
2312011,m,1,0,0,1,0,0,1,3
1711722,m,0,0,0,0,1,0,0,4
2211436,m,1,1,1,1,1,1,1,3
1912636,m,1,0,0,0,1,1,0,2
1620610,f,1,1,1,1,1,1,1,1
2312212,f,0,1,0,0,1,0,1,2
2311973,f,0,1,0,1,1,0,0,5
1712124,m,0,0,1,0,0,1,0,3
2211189,m,0,1,0,0,1,0,1,5
1831060,m,1,0,1,0,1,0,1,3
2311975,m,0,1,0,1,0,1,0,4
2312135,f,1,0,1,0,1,0,1,5
2312092,m,0,1,0,1,0,1,0,3
2211462,m,1,0,1,0,1,0,1,2
2312082,f,0,1,0,1,0,1,0,4
1631506,m,1,0,1,0,1,0,1,3
2311298,m,0,1,0,1,0,1,0,5
2014048,m,0,1,0,1,0,1,0,3
2211381,f,1,0,1,0,1,0,1,4
2311329,m,0,1,0,1,0,1,0,5
1610711,m,1,0,1,0,1,0,1,3
2311368,f,0,1,0,1,0,1,0,4
2311866,f,1,0,1,0,1,0,1,3
2211299,m,0,1,0,1,0,1,0,1
2211203,f,0,1,0,0,1,0,0,2
2122228,m,1,1,0,1,0,0,0,3
2311318,m,1,0,1,1,0,1,1,4
2312054,m,0,1,0,1,0,1,0,1
2211054,f,1,0,1,0,1,0,1,5
1612682,m,0,1,0,1,0,1,0,6
1811472,m,1,0,1,0,1,0,1,3
2311424,m,0,1,0,1,0,1,0,4
2311888,m,1,0,1,0,1,0,1,3
1512276,m,0,1,0,1,0,1,0,1
1511474,f,0,1,0,0,1,0,0,2
2211562,m,1,1,0,1,0,0,0,3
1431187,m,1,0,1,1,0,1,1,4
2211545,m,0,1,0,1,0,1,0,1
2311312,m,0,0,0,1,1,0,1,5
2311394,f,1,0,1,1,0,1,0,5
1721150,f,0,0,1,1,1,1,0,4
1311370,m,1,1,0,0,1,0,1,1
2211473,f,1,0,1,0,1,1,1,5
2325589,m,1,1,0,0,1,0,0,3
2312066,m,0,0,1,0,0,0,1,4
2312004,f,1,1,0,0,1,1,1,4
2211551,m,0,0,1,1,0,1,1,5
2021242,f,0,1,0,1,1,0,0,1
2312013,m,0,0,1,1,1,1,1,1
2211567,f,1,0,0,0,0,0,0,2
2211379,m,1,1,1,0,1,0,1,3
1620200,f,0,0,1,1,0,1,1,4
1831524,m,0,0,1,0,1,0,0,1
2312070,f,1,0,0,1,0,0,1,5
2021545,m,0,1,0,0,1,1,1,4
2211548,f,1,0,0,1,0,0,1,3
2031592,m,0,0,0,0,1,0,0,4
2311121,m,1,1,1,1,1,1,1,3
2312216,f,1,0,0,0,1,1,0,2
1611223,m,1,1,1,1,1,1,1,1
1711471,f,0,1,0,0,1,0,1,2
1911643,m,0,1,0,1,1,0,0,1
1811472,m,0,0,1,1,1,1,1,1
2311439,m,1,0,0,0,0,0,0,2
1612798,m,1,1,1,0,1,0,1,3
2311423,m,0,0,1,1,0,1,1,4
2311795,m,0,0,1,0,1,0,0,1
2211488,m,1,0,0,1,0,0,1,5
2311462,f,0,1,0,0,1,1,1,4
2311193,m,1,0,0,1,0,0,1,3
1510385,f,0,1,0,1,0,1,0,5
1610284,m,1,0,1,0,1,0,1,3
2312168,m,0,1,0,1,0,1,0,4
2312106,m,1,0,1,0,1,0,1,3
2312071,m,0,1,0,1,0,1,0,1
1621236,m,0,1,0,0,1,0,0,2
1620263,m,1,1,0,1,0,0,0,3
1711447,f,1,0,1,1,0,1,1,4
1921266,m,0,1,0,1,0,1,0,1
1320066,m,1,0,1,0,1,0,1,5
2312315,m,0,1,0,1,0,1,0,6
1711372,f,1,0,1,0,1,0,1,3
1611593,m,1,1,0,0,1,0,0,3
2311792,m,0,0,1,0,0,0,1,4
2311937,f,1,1,0,0,1,1,1,4
2211582,m,0,0,1,1,0,1,1,5
2312324,f,0,1,0,1,1,0,0,1
2311839,m,0,0,1,1,1,1,1,1
2012691,f,1,0,0,0,0,0,0,2
1831862,f,1,1,1,0,1,0,1,3
1611459,f,0,0,1,1,0,1,1,4
2311810,m,0,0,1,0,1,0,0,1
1631460,f,1,0,0,1,0,0,1,5
2311441,f,0,1,0,0,1,1,1,4
1921383,f,1,0,0,1,0,0,1,3
2311796,m,0,0,0,0,1,0,0,4
1621215,f,0,1,0,1,0,0,1,1
1610959,m,0,1,0,0,1,0,0,4
2211168,f,0,0,0,1,0,1,0,5
1632298,f,0,1,1,1,1,0,0,6
2311858,f,1,0,1,1,0,0,0,2
1410345,m,1,1,0,0,0,1,0,5
2211385,m,1,1,1,1,0,1,0,1
2311019,m,0,0,0,0,0,0,0,4
2021474,f,0,1,0,1,0,1,1,1
2021761,f,1,0,1,1,1,0,1,5
1310480,f,0,1,0,0,1,1,0,4
1611035,f,1,0,0,1,1,1,1,3
1610284,m,0,1,1,1,0,0,0,4
2311812,m,1,0,0,1,0,1,0,1
2312115,f,0,1,0,0,1,0,1,4
1831292,f,1,0,0,0,0,1,0,1
1721268,m,0,0,1,0,1,0,0,5
2312192,m,1,0,1,0,0,1,1,6
1612711,f,0,0,0,0,1,1,1,3
2312188,f,1,0,1,1,0,0,0,3
2211425,m,1,1,0,1,1,0,1,4
2312187,m,0,1,1,0,0,1,1,4
2211077,f,1,1,1,1,1,0,1,5
2211575,m,0,1,1,1,1,1,1,1
2311390,m,0,0,0,0,0,0,0,1
2311371,m,1,1,0,1,0,1,0,2
1721528,f,0,1,1,0,1,1,1,3
1931859,m,0,1,0,1,0,0,0,4
1320399,m,0,0,1,0,0,1,1,4
1711328,f,1,0,0,1,1,1,0,5
1420098,m,0,0,1,0,0,1,1,4
1721115,m,0,0,0,1,0,0,0,3
1711211,m,1,0,1,0,0,1,1,4
1712447,m,1,0,0,1,0,0,0,1
1530196,m,0,0,1,0,1,0,1,4
1610755,f,1,1,1,1,0,0,1,1
2311112,f,0,1,1,0,0,0,1,3
2211509,m,1,0,0,0,1,0,0,4
2311308,m,1,1,1,0,1,0,1,3
2311199,m,0,0,0,0,0,0,0,2
1711417,m,0,0,1,1,1,1,0,6
2312249,m,0,1,0,1,1,0,0,2
2312084,f,0,1,1,0,0,0,1,5
1420968,f,0,1,1,1,1,0,1,1
2325567,m,1,0,0,0,0,0,0,4
2211318,m,1,0,1,0,1,0,1,1
1512067,m,0,1,0,1,1,1,0,5
2211284,m,1,0,1,0,0,1,1,4
2211476,m,0,1,0,0,1,1,1,3
1421179,m,0,0,1,1,1,0,0,4
2311436,f,1,1,0,0,1,0,1,1
1520647,f,0,0,1,0,0,1,0,4
1721300,m,0,1,0,0,0,0,1,1
2211141,m,1,0,0,1,0,1,0,5
2211399,m,0,1,0,1,0,0,1,6
2012955,f,0,0,0,0,0,1,1,3
1631844,m,0,1,0,1,1,0,0,3
2211252,m,1,1,1,0,1,1,0,4
2311220,f,1,0,1,1,0,0,1,4
1610185,m,0,1,1,1,1,1,0,5
1620570,f,1,0,1,1,1,1,1,1
2312147,m,0,0,0,0,0,0,0,1
2311384,m,1,0,1,0,1,1,0,2
2211367,f,1,1,0,0,0,0,1,1
2021323,m,1,0,0,1,0,1,0,3
2311357,m,0,1,0,1,0,0,1,1
1821693,m,0,1,0,1,0,1,0,1
1712532,m,0,1,0,0,1,0,0,2
2211102,f,1,1,0,1,0,0,0,3
1410290,m,1,0,1,1,0,1,1,4
2312255,m,0,1,0,1,0,1,0,1
1631713,m,1,0,1,0,1,0,1,5
1620855,m,0,0,0,1,0,1,0,2
2311880,m,1,0,1,0,0,0,1,3
2311333,m,1,1,0,0,1,0,0,3
2311440,m,0,0,1,0,0,0,1,4
2311956,m,1,0,0,0,1,1,1,4
1411011,m,0,0,1,1,0,1,1,5
2312145,f,0,1,0,1,1,0,0,1
1512311,m,0,0,1,0,1,1,1,1
1711194,m,1,0,0,0,0,0,1,3
2211094,m,1,1,1,0,0,0,1,1
2311818,m,0,0,1,1,0,1,1,4
2211139,f,0,0,1,0,1,0,0,1
1612789,f,1,0,0,1,0,0,1,5
1521293,m,0,0,1,0,0,0,1,4
2211303,f,1,1,0,0,1,1,1,4
2012915,f,0,0,1,1,0,1,1,5
2211078,f,0,1,0,1,1,0,0,1
2311825,f,0,0,1,1,1,1,1,1
2311959,m,1,0,0,0,0,0,0,2
2211414,m,1,1,1,0,1,0,1,3
2211305,m,0,0,1,1,0,1,1,4
2311412,m,0,0,1,0,1,0,0,1
1632023,m,1,0,0,1,0,0,1,5
2021209,f,0,1,0,0,1,1,1,4
2311799,f,1,0,0,1,0,0,1,3
1711042,m,0,0,0,0,1,0,0,4
2311219,f,1,1,1,1,1,1,1,3
2211056,m,1,0,0,0,1,1,0,2
1310070,f,1,1,1,1,1,1,1,1
2311198,f,0,1,0,0,1,0,1,2
2311924,m,0,1,0,1,1,0,0,5
1611889,f,1,0,0,1,0,0,1,5
2311327,m,0,1,0,0,1,1,1,4
2311020,m,1,0,0,1,0,0,1,3
1620639,m,0,0,0,0,1,0,0,4
2312018,m,1,1,1,1,1,1,1,3
2311304,m,1,0,0,0,1,1,0,2
2211112,m,1,1,1,1,1,1,1,1
1711441,f,1,0,1,0,1,1,1,4
2011127,m,0,1,0,0,1,0,0,3
2312000,f,0,0,1,1,1,0,1,3
2312262,m,0,1,0,0,1,0,1,2
2311426,m,0,0,1,0,0,1,0,3
1530852,f,1,0,0,0,0,1,0,4
2311395,m,1,0,0,1,0,0,0,3
2311408,m,1,1,1,1,1,1,1,3
2312102,m,1,0,0,0,1,1,0,2
2311123,m,1,1,1,1,1,1,1,1
2312005,f,1,0,1,0,1,1,1,4
1632026,f,0,1,0,0,1,0,0,3
2312146,f,0,0,1,1,1,0,1,3
2312078,m,0,1,0,0,1,0,1,2
2211228,m,0,0,1,0,0,1,0,2
2311914,m,1,0,0,0,0,1,0,4
2211331,m,1,0,0,1,0,0,0,3
2311899,m,1,1,1,1,1,1,1,3
2211224,m,1,0,0,0,1,1,0,2
1621236,m,1,1,1,1,1,1,1,1
2211144,f,1,1,0,1,0,1,1,4
1621640,f,0,1,0,0,1,0,0,2
2132446,m,0,0,1,1,1,0,1,3
2211326,m,0,1,0,0,1,0,1,2
1921313,m,0,1,1,0,0,1,0,4
2211138,f,1,0,0,0,0,1,0,4
1631888,f,1,0,0,1,0,0,0,3
2325581,f,0,1,1,0,0,0,1,1
2211190,m,0,1,1,1,0,1,1,1
1931269,m,1,0,0,0,0,0,0,2
2211302,m,1,1,1,0,1,1,1,3
2312251,f,1,1,1,0,1,0,1,1
2311353,f,0,1,1,1,0,0,0,2
2311187,f,1,1,1,1,1,1,1,3
2211553,m,1,0,0,0,1,0,0,1
1631055,m,1,0,0,1,1,1,0,4
2211471,f,1,0,0,1,1,0,0,3
2311307,m,0,1,1,0,0,0,1,2
1711209,m,0,1,1,1,0,1,0,4
2211433,m,0,0,0,1,1,1,1,3
2312044,m,1,1,1,0,0,0,0,1
2211396,m,1,1,1,1,0,1,0,2
2211165,f,0,1,0,0,1,0,0,3
2312036,f,0,0,1,1,1,0,1,3
1911340,f,0,1,0,0,1,0,1,2
2311474,m,0,0,1,0,0,1,0,3
2211263,f,1,0,0,0,0,1,0,4
1520907,m,1,0,0,1,0,0,0,3
2211500,m,1,1,1,1,1,1,1,3
1620392,m,0,1,1,0,0,0,1,2
2312179,m,0,1,1,1,0,1,0,4
2011623,m,1,1,1,0,1,1,0,2
2311279,f,1,1,0,0,0,0,0,5
2211507,m,1,0,0,0,1,0,1,5
2211307,m,0,0,1,1,0,0,1,2
1911963,m,0,1,0,1,0,1,1,3
2013100,f,1,0,0,0,0,1,0,1
1620131,m,0,1,1,1,0,0,0,3
2211179,m,0,1,0,0,1,1,0,2
1612316,m,1,0,1,1,1,1,0,1
2022107,m,0,0,1,1,0,1,0,2
1530415,m,1,1,1,0,0,0,0,4
2211096,m,0,1,1,1,1,0,0,4
2211370,f,0,1,0,0,1,0,1,4
2211097,m,1,0,0,1,1,0,0,4
2311356,m,1,1,1,0,1,0,0,2
1911525,f,0,1,1,0,1,1,1,3
2031341,m,1,1,1,1,1,0,0,5
1612575,m,1,0,1,0,0,1,1,2
2311124,m,1,1,0,0,0,1,1,2
2211154,f,1,0,1,0,1,0,1,3
2211373,m,1,1,1,0,0,1,1,4
2311867,f,0,0,0,1,0,0,1,3
2312279,f,0,0,1,1,0,1,1,1
2211282,f,1,1,1,1,1,1,0,2
2312301,m,0,0,0,0,1,0,1,1
1421607,f,1,1,1,1,1,0,1,2
2211470,m,1,1,1,1,1,0,0,5
2311872,m,1,1,0,0,0,1,1,1
1610459,m,1,1,0,1,1,0,0,5
1713082,f,1,1,0,0,1,0,0,1
2013635,m,0,0,1,0,0,0,0,2
2211242,m,1,0,1,0,0,0,0,1
1921971,m,1,1,0,1,0,0,1,5
2013337,m,0,1,0,1,1,1,0,1
2013416,m,1,0,0,1,1,1,0,2
2311365,m,0,1,1,1,1,0,0,2
1531358,m,0,1,0,1,1,1,0,1
2311428,f,1,0,1,1,0,0,1,5
2211327,m,0,0,0,1,0,1,1,4
2312318,m,0,1,0,1,1,0,0,4
2312241,m,0,1,1,1,0,1,1,2
2311023,f,0,0,1,0,1,0,0,4
2312302,f,1,0,1,1,1,0,0,1
2211158,m,0,0,1,0,0,1,0,4
2211261,m,0,1,0,1,1,1,1,5
1620235,f,1,1,0,0,1,1,1,4
1632664,f,0,0,0,0,0,0,1,5
1330830,f,0,0,0,0,0,0,1,5
2011462,f,0,0,0,0,0,0,1,5
2022188,f,0,0,0,0,1,1,0,5
2312312,f,1,1,0,0,0,1,1,2
2311025,m,1,1,0,1,0,1,1,1
1620298,m,0,1,1,0,1,1,0,4
2312304,f,0,0,0,1,0,0,1,1
1931245,m,1,0,0,1,1,1,1,2
2231539,m,1,0,1,1,0,1,1,2
2312098,m,1,0,1,0,1,0,0,5
1530823,m,0,0,1,1,1,1,1,2
2312186,f,1,0,0,0,1,1,0,2
2211145,f,1,1,0,0,0,0,1,3
2211171,f,1,1,1,0,0,0,1,3
2311988,f,1,1,0,1,0,1,1,4
1712026,m,1,0,1,1,0,0,1,2
1610875,f,1,1,1,1,1,1,0,5
1931267,m,0,1,1,1,0,0,1,4
2311444,m,1,1,0,0,0,1,1,5
2311314,f,0,0,0,1,1,1,1,1
2211580,f,0,1,0,1,1,0,1,1
1511644,f,0,0,1,0,0,0,0,2
1530370,m,1,1,0,0,0,1,0,2
2312238,m,0,0,0,1,0,1,0,4
2211291,m,1,1,0,1,0,0,0,4
1330358,m,1,1,1,0,0,1,1,5
2211195,f,0,1,1,0,0,1,0,2
2325566,f,1,0,1,1,0,1,0,3
2312237,f,0,0,0,0,0,0,1,5
1721151,m,0,0,0,0,0,0,1,4
2211380,m,1,1,0,0,1,1,1,1
1610755,f,0,1,1,1,1,1,1,2
1611029,m,0,1,0,1,0,0,0,1
2021476,f,0,1,0,0,1,0,1,5
2211178,m,1,0,1,0,0,1,1,5
2311990,f,1,1,0,0,0,1,0,3
1911795,f,0,0,1,1,1,0,1,2
1712532,m,1,0,0,1,1,0,0,1
1610440,f,0,0,1,1,0,1,1,5
2211184,m,1,1,0,1,0,0,0,2
1612344,f,1,1,0,0,1,1,1,1
2211546,m,0,0,1,1,0,0,0,4
2211459,f,0,0,1,0,1,1,0,1
2211262,f,0,1,1,0,0,1,0,1
2311873,m,1,1,1,0,1,0,1,1
1711441,f,0,1,0,1,0,1,0,5
2312182,m,1,0,0,1,1,1,0,4
1721130,m,0,1,1,1,0,1,0,2
1431187,m,1,0,1,1,0,0,0,4
2311399,m,0,1,1,1,0,1,0,2
2211320,m,1,1,0,1,0,1,0,2
1611593,f,0,1,0,0,0,0,0,2
1430041,f,0,0,1,1,0,0,0,5
1931105,m,0,0,1,0,1,1,1,3
1430528,f,0,1,0,0,1,1,0,3
2211156,f,1,0,1,1,1,1,0,3
2013552,m,1,0,1,0,0,0,0,5
1320066,f,0,1,1,1,1,0,1,1
2311979,m,1,1,1,0,0,1,1,4
1921549,m,0,0,1,1,0,1,0,2
2311954,m,1,1,1,1,0,1,0,3
2012897,f,0,0,1,0,1,0,0,2
1620432,m,0,1,0,1,0,0,1,2
1632006,f,1,0,0,1,1,0,0,5
2312022,m,0,1,1,0,1,1,1,3
2311943,m,1,0,1,1,1,0,1,2
1713109,f,0,1,1,1,1,1,0,3
1831819,m,1,1,1,0,1,1,0,5
2211485,m,0,0,0,1,0,0,1,3
2211223,m,0,0,0,0,1,0,0,1
2012927,f,1,0,0,1,1,1,1,5
2211588,m,1,0,0,0,1,0,1,3
1631265,f,1,0,1,1,0,0,1,3
2211136,m,0,1,0,1,1,1,1,5
2312314,f,1,1,1,1,0,1,0,2
2211566,f,1,0,1,0,0,1,0,5
2311448,m,1,0,0,1,1,0,0,3
2311302,m,0,0,1,1,0,1,1,3
1712646,m,1,1,0,1,0,0,1,3
2311403,f,1,0,0,0,1,0,1,3
2312155,f,1,1,0,0,1,1,0,4
1511858,f,1,0,1,0,1,0,1,1
1410616,f,0,1,1,1,0,0,0,1
1711364,f,1,1,1,1,0,0,0,1
2311431,m,0,0,1,0,1,0,0,1
2312060,m,1,1,0,0,1,1,1,5
2311413,f,0,0,1,1,1,1,1,3
2311033,f,0,0,0,0,1,0,1,3
1610459,f,0,1,1,0,1,1,0,2
2211535,m,0,0,1,0,0,1,1,1
2211186,m,0,0,0,1,1,0,1,3
1813028,f,1,1,1,0,1,0,0,1
2311017,m,0,1,1,0,0,0,1,5
2211296,m,0,1,0,0,1,0,1,5
1612575,f,1,0,0,0,0,0,1,4
1911998,f,1,1,1,0,0,1,1,5
1712365,m,1,1,0,0,1,0,0,3
2311844,f,1,0,0,1,1,1,0,3
2211237,f,0,1,1,1,0,1,0,2
2211377,f,1,1,1,0,1,0,0,5
2311111,m,1,0,1,1,1,0,1,3
1831571,m,1,1,0,1,0,0,1,3
2211451,f,1,1,1,1,1,0,1,1
2013946,f,1,0,0,0,0,0,0,1
2031496,m,0,0,0,0,0,1,0,5
2312020,f,1,0,0,1,1,1,1,1
2325558,f,0,1,0,0,0,1,0,5
2311392,f,1,0,0,1,0,0,1,3
2211461,f,0,0,0,0,1,0,0,4
2311841,m,0,0,0,0,0,1,0,1
2311109,f,1,1,1,0,0,0,1,5
2211127,m,1,1,1,1,0,1,0,5
1610664,f,1,0,0,0,1,0,0,1
1512840,f,0,1,0,0,0,1,0,5
2211481,f,1,0,1,1,0,1,0,3
1712426,m,1,1,1,1,0,1,1,1
1821158,m,0,1,0,1,1,0,1,4
2311957,m,0,1,1,0,1,1,0,4
1421557,f,0,1,0,1,0,1,0,2
1711321,m,1,1,0,1,0,1,0,2
1921700,m,0,0,0,1,1,0,0,1
1521800,f,0,0,1,0,0,0,0,4
2211259,f,1,1,1,1,1,1,0,4
2231335,f,0,0,1,1,0,1,0,5
2325317,m,1,0,1,1,0,1,0,4
2325237,m,0,1,0,0,0,1,0,1
2325257,f,0,0,0,0,0,1,0,2
2231361,f,1,0,1,0,0,1,0,4
2231509,m,0,0,0,1,0,0,1,1
2231341,m,1,1,0,0,0,0,1,3
2325250,f,0,1,0,0,0,0,1,4
2231493,f,1,1,1,1,1,1,1,5
2231444,f,0,0,1,0,1,0,0,1
2231433,m,1,1,1,1,1,0,1,4
2325101,m,0,0,1,1,0,1,1,3
2325256,m,0,0,0,0,1,0,1,2
2231553,f,1,1,0,1,1,0,1,5
2325157,m,1,0,1,0,1,1,0,1
2231548,m,1,1,1,0,1,1,1,3
2231421,m,0,0,1,0,1,0,0,1
2231353,f,1,1,1,0,0,0,1,2
2231520,m,1,0,0,0,0,1,0,1
2325125,f,1,1,1,0,1,1,1,2
2231502,m,0,1,1,1,0,0,1,3
2325109,m,1,0,1,0,0,1,0,4
2231572,f,1,1,1,0,0,1,1,1
2325220,m,0,1,0,0,1,0,0,2
2231491,m,0,0,1,1,1,0,1,2
2325172,m,1,0,0,0,1,1,0,3
2231545,f,1,1,0,0,1,1,1,1
2325198,f,0,0,0,0,1,0,1,2
2231577,m,1,1,0,1,1,1,0,1
2325219,m,0,0,1,0,0,1,0,3
2231334,f,0,0,0,0,1,1,1,3
2231329,f,1,1,0,1,1,0,1,2
2231510,f,1,1,0,0,0,0,0,2
2231478,f,0,0,1,1,1,0,1,1
2231554,f,1,1,1,0,1,1,1,5
2231464,f,1,0,0,1,1,1,0,1
2325027,f,0,1,0,0,0,0,0,3
2231432,f,0,1,1,1,1,1,0,5
2231388,m,0,0,1,0,0,1,1,5
2325306,f,1,1,1,1,0,0,0,3
2231437,f,0,1,1,0,0,1,0,1
2325260,f,0,1,0,1,1,0,0,2
2231447,f,0,0,0,1,1,1,1,3
2325173,m,0,0,1,0,0,0,0,3
2325297,m,1,0,1,1,1,0,1,5
2325011,m,1,0,1,0,1,1,1,2
2325251,m,1,1,1,1,0,1,0,1
2325164,f,0,0,0,1,0,1,0,5
2325240,f,0,1,1,1,1,1,0,4
2325242,f,1,0,0,0,0,0,0,1
2325065,m,0,1,1,0,1,0,0,4
2231488,m,1,0,1,0,0,0,1,2
2325278,f,0,1,0,1,0,1,1,3
2325208,f,0,0,1,0,1,0,1,3
2325152,f,0,0,0,1,1,1,1,3
2231382,m,1,0,0,0,1,0,0,3
2325280,f,1,1,0,0,1,0,0,1
2325275,f,0,0,0,1,0,1,1,5
2231557,m,1,0,1,1,0,0,1,2
2231434,f,0,0,0,1,0,0,0,1
2325114,f,0,1,1,0,1,0,0,1
2231448,m,1,0,0,0,1,0,1,2
2231540,f,0,1,0,0,0,0,0,4
2325136,m,0,1,1,1,0,1,0,4
2325214,m,0,1,1,0,0,0,1,3
2231492,m,0,0,0,0,1,0,1,5
2231565,f,0,0,0,1,1,0,1,2
2231411,f,0,1,0,1,1,0,1,4
2325106,m,0,0,1,1,0,0,0,5
2231458,m,0,0,0,1,1,1,0,1
2325197,m,0,1,0,1,1,0,1,4
2325048,f,0,1,1,0,1,0,0,4
2231556,f,0,1,1,1,1,1,1,2
2325088,m,0,0,0,0,0,1,0,3
2231419,f,1,0,1,0,1,0,0,5
2231336,f,0,0,0,0,1,1,1,3
2325046,f,0,1,0,0,1,0,1,1
2325261,m,1,1,1,0,1,1,0,5
2325267,m,1,1,0,1,1,0,1,4
2325313,f,1,0,1,1,0,0,1,4
2325273,f,1,1,0,0,1,1,1,1
2231538,f,1,0,0,1,1,0,0,1
2325321,f,0,0,0,1,0,1,0,2
2325091,m,1,0,0,1,1,0,1,4
2231512,m,0,1,0,0,0,0,0,5
2325126,f,0,1,1,1,0,1,0,4
2325150,m,1,0,1,0,0,0,0,3
2325323,m,1,1,0,1,0,0,1,5
2325246,m,0,0,0,1,0,1,0,4
2231347,f,0,0,1,1,1,1,1,5
2325127,f,0,0,1,1,0,1,1,5
2325067,m,0,1,1,1,0,0,0,4
2325274,f,0,1,1,1,1,0,1,3
2325311,f,1,0,0,1,0,0,1,4
2325117,m,0,1,0,1,1,0,1,1
2325061,m,0,0,1,0,1,1,0,5
2231413,f,1,0,0,1,0,0,1,2
2325135,f,1,1,1,0,0,0,1,4
2325057,m,0,0,0,1,1,0,1,1
